time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-09 00:00:00+00:00,169,57,433,40
2021-07-10 00:00:00+00:00,65,21,108,37
2021-07-11 00:00:00+00:00,59,40,154,37
2021-07-12 00:00:00+00:00,232,49,909,74
2021-07-13 00:00:00+00:00,166,66,683,77
2021-07-14 00:00:00+00:00,78,30,510,63
2021-07-15 00:00:00+00:00,144,60,614,67
2021-07-16 00:00:00+00:00,118,68,526,82
2021-07-17 00:00:00+00:00,96,57,122,41
2021-07-18 00:00:00+00:00,165,70,133,39
2021-07-19 00:00:00+00:00,269,99,602,52
2021-07-20 00:00:00+00:00,180,67,427,57
2021-07-21 00:00:00+00:00,239,65,502,68
2021-07-22 00:00:00+00:00,192,67,514,49
